customer_id,company_name,customer_type,market_id,country,city,customer_tier,credit_limit_usd,payment_terms_days,preferred_categories,primary_platform,account_manager,registration_date,is_active,annual_revenue_band,lifetime_orders,avg_order_value_usd
C0156,Buyer_0156_Intl,Distributor,M06,Canada,Vancouver,Bronze,50000,45,Textiles,Direct B2B,Sneha Reddy,2021-03-11,Y,200K-500K,131,12891.96
C0157,Buyer_0157_Intl,Retail Chain,M01,USA,Los Angeles,Gold,25000,45,All,Amazon,Rahul Mehta,2020-08-29,Y,<50K,76,23263.25
C0158,Buyer_0158_Intl,Distributor,M15,Italy,Rome,Gold,10000,45,Storage,Noon,Arjun Nair,2020-09-03,Y,<50K,59,13548.28
C0159,Buyer_0159_Intl,Gift Shop Chain,M10,Netherlands,Rotterdam,Gold,5000,30,Textiles,Direct B2B,Kavya Iyer,2018-12-07,Y,500K-1M,31,2339.36
C0160,Buyer_0160_Intl,Online Marketplace,M19,Ireland,Dublin,Silver,5000,30,Storage,Local Marketplace,Sneha Reddy,2019-03-02,Y,200K-500K,93,11462.35
C0161,Buyer_0161_Intl,Online Marketplace,M17,Kuwait,Kuwait City,Bronze,50000,60,Kitchen,Direct B2B,Arjun Nair,2019-07-24,Y,500K-1M,69,1050.06
C0162,Buyer_0162_Intl,Distributor,M05,Australia,Sydney,Platinum,10000,45,Storage,Direct B2B,Arjun Nair,2020-07-30,N,200K-500K,52,39151.51
C0163,Buyer_0163_Intl,Interior Design Studio,M04,Singapore,Singapore City,Bronze,10000,15,Kitchen,Noon,Arjun Nair,2018-12-26,Y,200K-500K,89,38657.29
C0164,Buyer_0164_Intl,Distributor,M10,Netherlands,Rotterdam,Gold,10000,60,Decor,Local Marketplace,Arjun Nair,2020-05-18,Y,200K-500K,127,16290.09
C0165,Buyer_0165_Intl,Wholesaler,M17,Kuwait,Kuwait City,Silver,10000,15,Decor,Noon,Rahul Mehta,2018-11-03,Y,500K-1M,31,29352.14
C0166,Buyer_0166_Intl,Distributor,M10,Netherlands,Amsterdam,Bronze,5000,45,"Decor,Textiles",Amazon,Vikram Patel,2021-05-01,N,200K-500K,84,14355.6
C0167,Buyer_0167_Intl,Distributor,M17,Kuwait,Kuwait City,Bronze,25000,30,"Decor,Textiles",Wayfair,Rahul Mehta,2020-05-23,Y,200K-500K,127,27106.85
C0168,Buyer_0168_Intl,Distributor,M20,Portugal,Lisbon,Bronze,5000,90,All,Direct B2B,Rahul Mehta,2021-06-27,Y,<50K,132,32372.86
C0169,Buyer_0169_Intl,Online Marketplace,M05,Australia,Melbourne,Bronze,50000,30,Textiles,Wayfair,Sneha Reddy,2020-08-01,Y,50K-200K,13,37912.84
C0170,Buyer_0170_Intl,Online Marketplace,M02,UAE,Sharjah,Silver,10000,30,All,Noon,Sneha Reddy,2020-01-17,Y,200K-500K,45,16488.32
C0171,Buyer_0171_Intl,Distributor,M06,Canada,Toronto,Bronze,25000,30,Kitchen,Noon,Vikram Patel,2019-10-01,Y,50K-200K,127,31505.28
C0172,Buyer_0172_Intl,Interior Design Studio,M02,UAE,Sharjah,Gold,50000,30,All,Noon,Sneha Reddy,2021-11-28,Y,50K-200K,114,11224.4
C0173,Buyer_0173_Intl,Retail Chain,M13,South Africa,Johannesburg,Bronze,25000,60,Storage,Wayfair,Priya Sharma,2020-12-07,Y,50K-200K,20,39621.03
C0174,Buyer_0174_Intl,Online Marketplace,M11,New Zealand,Auckland,Silver,25000,90,Kitchen,Noon,Vikram Patel,2020-08-31,Y,50K-200K,81,1810.17
C0175,Buyer_0175_Intl,Retail Chain,M11,New Zealand,Wellington,Bronze,10000,30,"Decor,Textiles",Amazon,Sneha Reddy,2021-03-30,Y,50K-200K,129,24458.33
C0176,Buyer_0176_Intl,Retail Chain,M16,Spain,Barcelona,Silver,10000,30,Decor,Noon,Vikram Patel,2019-05-02,Y,50K-200K,143,26652.63
C0177,Buyer_0177_Intl,Online Marketplace,M11,New Zealand,Wellington,Silver,25000,45,"Decor,Textiles",Etsy,Rahul Mehta,2020-10-07,Y,500K-1M,17,27771.39
C0178,Buyer_0178_Intl,Distributor,M19,Ireland,Dublin,Silver,250000,60,Textiles,Wayfair,Rahul Mehta,2021-11-18,Y,50K-200K,58,5519.19
C0179,Buyer_0179_Intl,Distributor,M15,Italy,Rome,Bronze,25000,45,Kitchen,Etsy,Vikram Patel,2019-11-28,Y,<50K,72,37590.37
C0180,Buyer_0180_Intl,Wholesaler,M16,Spain,Madrid,Gold,25000,30,Kitchen,Noon,Priya Sharma,2018-10-14,N,<50K,109,7902.38
C0181,Buyer_0181_Intl,D2C Platform,M11,New Zealand,Auckland,Gold,50000,30,Storage,Amazon,Priya Sharma,2021-03-01,Y,200K-500K,23,25211.93
C0182,Buyer_0182_Intl,Retail Chain,M16,Spain,Madrid,Gold,25000,45,Textiles,Direct B2B,Vikram Patel,2020-09-06,Y,50K-200K,72,9528.9
C0183,Buyer_0183_Intl,Distributor,M08,France,Marseille,Gold,5000,15,Decor,Local Marketplace,Sneha Reddy,2020-04-14,Y,500K-1M,8,12842.88
C0184,Buyer_0184_Intl,Online Marketplace,M04,Singapore,Singapore City,Bronze,25000,45,"Kitchen,Storage",Local Marketplace,Kavya Iyer,2020-09-13,N,200K-500K,59,22221.17
C0185,Buyer_0185_Intl,Retail Chain,M08,France,Lyon,Gold,100000,30,Kitchen,Noon,Priya Sharma,2021-05-07,Y,200K-500K,111,17153.98
C0186,Buyer_0186_Intl,Distributor,M04,Singapore,Singapore City,Bronze,10000,60,Kitchen,Amazon,Arjun Nair,2019-12-20,Y,50K-200K,13,7080.84
C0187,Buyer_0187_Intl,Distributor,M03,UK,Birmingham,Silver,25000,15,Storage,Wayfair,Rahul Mehta,2021-02-04,Y,200K-500K,16,7500.71
C0188,Buyer_0188_Intl,Interior Design Studio,M03,UK,Edinburgh,Gold,10000,45,All,Etsy,Vikram Patel,2021-11-30,Y,50K-200K,119,17191.28
C0189,Buyer_0189_Intl,Online Marketplace,M18,Sweden,Stockholm,Bronze,25000,30,Decor,Etsy,Arjun Nair,2019-03-19,Y,500K-1M,2,30485.49
C0190,Buyer_0190_Intl,Distributor,M19,Ireland,Cork,Bronze,5000,45,"Decor,Textiles",Etsy,Vikram Patel,2018-11-12,Y,200K-500K,145,36000.21
C0191,Buyer_0191_Intl,Distributor,M19,Ireland,Cork,Silver,25000,15,Textiles,Wayfair,Rahul Mehta,2020-07-01,Y,50K-200K,30,4097.8
C0192,Buyer_0192_Intl,Distributor,M05,Australia,Brisbane,Silver,50000,45,Kitchen,Local Marketplace,Rahul Mehta,2020-07-28,N,50K-200K,103,16209.67
C0193,Buyer_0193_Intl,Interior Design Studio,M18,Sweden,Gothenburg,Bronze,10000,45,Kitchen,Amazon,Priya Sharma,2020-03-23,Y,<50K,13,4729.63
C0194,Buyer_0194_Intl,Distributor,M10,Netherlands,Amsterdam,Gold,25000,45,"Decor,Textiles",Wayfair,Priya Sharma,2021-01-06,Y,200K-500K,96,1450.43
C0195,Buyer_0195_Intl,Distributor,M06,Canada,Vancouver,Bronze,50000,45,Decor,Etsy,Arjun Nair,2021-01-04,Y,50K-200K,94,26739.37
C0196,Buyer_0196_Intl,Wholesaler,M01,USA,New York,Bronze,100000,45,All,Noon,Vikram Patel,2021-10-14,Y,200K-500K,82,24416.02
C0197,Buyer_0197_Intl,Distributor,M05,Australia,Brisbane,Bronze,10000,60,Kitchen,Direct B2B,Rahul Mehta,2019-07-24,Y,50K-200K,13,7190.35
C0198,Buyer_0198_Intl,Online Marketplace,M09,Saudi Arabia,Dammam,Gold,10000,30,Decor,Wayfair,Arjun Nair,2021-03-06,Y,200K-500K,94,9965.46
C0199,Buyer_0199_Intl,Distributor,M12,Malaysia,Penang,Bronze,10000,60,"Decor,Textiles",Wayfair,Kavya Iyer,2020-05-02,Y,500K-1M,149,1729.34
C0200,Buyer_0200_Intl,Distributor,M14,Japan,Tokyo,Gold,250000,30,Storage,Amazon,Arjun Nair,2020-05-22,Y,200K-500K,112,33529.93
C0201,Buyer_0201_Intl,Distributor,M02,UAE,Sharjah,Platinum,100000,15,All,Amazon,Sneha Reddy,2020-01-07,N,200K-500K,55,39007.87
C0202,Buyer_0202_Intl,Interior Design Studio,M17,Kuwait,Kuwait City,Silver,25000,15,Textiles,Wayfair,Arjun Nair,2018-11-15,Y,<50K,81,6110.01
C0203,Buyer_0203_Intl,Wholesaler,M14,Japan,Osaka,Silver,50000,30,Kitchen,Etsy,Sneha Reddy,2020-09-13,Y,<50K,116,9873.83
C0204,Buyer_0204_Intl,Wholesaler,M13,South Africa,Johannesburg,Bronze,25000,60,Decor,Direct B2B,Sneha Reddy,2019-02-20,N,200K-500K,143,34841.65
C0205,Buyer_0205_Intl,Retail Chain,M09,Saudi Arabia,Dammam,Bronze,25000,45,Storage,Amazon,Sneha Reddy,2018-09-27,Y,50K-200K,108,37117.38
C0206,Buyer_0206_Intl,Interior Design Studio,M15,Italy,Milan,Bronze,5000,60,Textiles,Etsy,Kavya Iyer,2020-12-11,N,50K-200K,53,17249.39
C0207,Buyer_0207_Intl,Distributor,M15,Italy,Rome,Silver,50000,45,"Kitchen,Storage",Noon,Arjun Nair,2021-03-04,Y,<50K,128,2784.4
C0208,Buyer_0208_Intl,Retail Chain,M11,New Zealand,Wellington,Silver,5000,30,Decor,Amazon,Arjun Nair,2019-01-25,Y,50K-200K,57,2344.16
C0209,Buyer_0209_Intl,Wholesaler,M16,Spain,Madrid,Silver,50000,30,Decor,Etsy,Kavya Iyer,2021-01-26,Y,<50K,52,23298.83
C0210,Buyer_0210_Intl,Distributor,M17,Kuwait,Kuwait City,Bronze,50000,30,Textiles,Etsy,Rahul Mehta,2019-07-17,Y,500K-1M,137,16201.49
C0211,Buyer_0211_Intl,Distributor,M04,Singapore,Singapore City,Platinum,50000,30,Storage,Direct B2B,Priya Sharma,2019-07-01,Y,50K-200K,111,1923.18
C0212,Buyer_0212_Intl,Distributor,M01,USA,Los Angeles,Bronze,5000,15,"Kitchen,Storage",Direct B2B,Arjun Nair,2021-07-02,Y,200K-500K,1,23663.49
C0213,Buyer_0213_Intl,Distributor,M08,France,Paris,Silver,10000,30,"Decor,Textiles",Noon,Priya Sharma,2020-03-23,Y,<50K,44,1243.06
C0214,Buyer_0214_Intl,Distributor,M17,Kuwait,Kuwait City,Silver,10000,45,Storage,Etsy,Vikram Patel,2019-07-04,Y,200K-500K,75,31664.98
C0215,Buyer_0215_Intl,Online Marketplace,M03,UK,Manchester,Bronze,10000,45,All,Local Marketplace,Vikram Patel,2019-09-28,Y,50K-200K,98,12812.17
C0216,Buyer_0216_Intl,Retail Chain,M20,Portugal,Lisbon,Silver,5000,90,Kitchen,Etsy,Kavya Iyer,2021-07-31,N,500K-1M,9,2378.11
C0217,Buyer_0217_Intl,Wholesaler,M15,Italy,Milan,Bronze,100000,90,Textiles,Direct B2B,Vikram Patel,2020-03-24,Y,500K-1M,32,23863.41
C0218,Buyer_0218_Intl,Wholesaler,M15,Italy,Rome,Bronze,25000,45,"Decor,Textiles",Local Marketplace,Vikram Patel,2021-04-02,Y,50K-200K,15,16389.23
C0219,Buyer_0219_Intl,Retail Chain,M14,Japan,Kyoto,Silver,10000,30,"Kitchen,Storage",Amazon,Rahul Mehta,2019-08-08,Y,500K-1M,140,38972.98
C0220,Buyer_0220_Intl,Distributor,M14,Japan,Osaka,Silver,10000,45,Textiles,Amazon,Rahul Mehta,2020-09-09,Y,>1M,136,22132.59
C0221,Buyer_0221_Intl,Retail Chain,M02,UAE,Dubai,Silver,25000,60,Textiles,Wayfair,Rahul Mehta,2019-05-18,N,500K-1M,72,11589.38
C0222,Buyer_0222_Intl,Online Marketplace,M13,South Africa,Johannesburg,Bronze,25000,30,Storage,Direct B2B,Vikram Patel,2020-07-01,Y,500K-1M,12,28610.0
C0223,Buyer_0223_Intl,Distributor,M14,Japan,Osaka,Gold,25000,30,Kitchen,Wayfair,Kavya Iyer,2018-09-25,Y,50K-200K,65,11442.49
C0224,Buyer_0224_Intl,Online Marketplace,M19,Ireland,Dublin,Silver,100000,60,All,Local Marketplace,Sneha Reddy,2020-12-06,Y,200K-500K,107,36246.34
C0225,Buyer_0225_Intl,Retail Chain,M07,Germany,Hamburg,Silver,25000,30,Decor,Direct B2B,Sneha Reddy,2021-11-25,Y,<50K,42,15489.1
C0226,Buyer_0226_Intl,Online Marketplace,M03,UK,London,Bronze,250000,45,Decor,Noon,Priya Sharma,2020-08-12,Y,<50K,115,22354.85
C0227,Buyer_0227_Intl,Retail Chain,M15,Italy,Milan,Gold,50000,45,Textiles,Etsy,Sneha Reddy,2020-07-26,N,>1M,139,2782.47
C0228,Buyer_0228_Intl,Retail Chain,M14,Japan,Kyoto,Bronze,10000,30,Kitchen,Noon,Sneha Reddy,2019-08-23,Y,50K-200K,103,17503.95
C0229,Buyer_0229_Intl,D2C Platform,M11,New Zealand,Wellington,Bronze,100000,30,"Kitchen,Storage",Local Marketplace,Rahul Mehta,2019-01-05,Y,200K-500K,95,33428.65
C0230,Buyer_0230_Intl,Interior Design Studio,M15,Italy,Rome,Gold,5000,30,"Kitchen,Storage",Direct B2B,Rahul Mehta,2020-04-19,Y,500K-1M,17,32381.43
C0231,Buyer_0231_Intl,Distributor,M13,South Africa,Johannesburg,Gold,50000,15,"Decor,Textiles",Local Marketplace,Vikram Patel,2021-05-30,Y,500K-1M,85,9593.29
C0232,Buyer_0232_Intl,Wholesaler,M18,Sweden,Stockholm,Bronze,10000,15,Storage,Etsy,Priya Sharma,2019-11-10,Y,>1M,56,9662.3
C0233,Buyer_0233_Intl,Online Marketplace,M06,Canada,Calgary,Gold,50000,60,Kitchen,Amazon,Arjun Nair,2021-09-01,Y,50K-200K,134,32838.37
C0234,Buyer_0234_Intl,Wholesaler,M03,UK,Manchester,Bronze,50000,30,Kitchen,Amazon,Priya Sharma,2021-09-08,Y,<50K,86,37271.62
C0235,Buyer_0235_Intl,Wholesaler,M19,Ireland,Dublin,Silver,50000,45,Storage,Local Marketplace,Priya Sharma,2018-12-31,Y,50K-200K,102,4538.15
C0236,Buyer_0236_Intl,Retail Chain,M15,Italy,Rome,Gold,50000,30,"Kitchen,Storage",Wayfair,Kavya Iyer,2021-07-19,Y,<50K,54,18442.3
C0237,Buyer_0237_Intl,Distributor,M05,Australia,Melbourne,Bronze,10000,90,"Kitchen,Storage",Direct B2B,Vikram Patel,2020-10-08,Y,<50K,115,14028.21
C0238,Buyer_0238_Intl,Distributor,M10,Netherlands,Rotterdam,Silver,5000,30,"Kitchen,Storage",Direct B2B,Kavya Iyer,2021-09-20,Y,50K-200K,139,34930.99
C0239,Buyer_0239_Intl,Online Marketplace,M07,Germany,Berlin,Silver,25000,30,Textiles,Amazon,Priya Sharma,2021-06-15,Y,200K-500K,88,4074.18
C0240,Buyer_0240_Intl,Online Marketplace,M17,Kuwait,Kuwait City,Silver,10000,60,Kitchen,Noon,Priya Sharma,2021-06-16,Y,200K-500K,49,9076.14
C0241,Buyer_0241_Intl,Distributor,M07,Germany,Frankfurt,Silver,25000,60,Decor,Etsy,Priya Sharma,2019-07-15,Y,50K-200K,149,30296.76
C0242,Buyer_0242_Intl,Distributor,M12,Malaysia,Kuala Lumpur,Gold,10000,30,Storage,Noon,Sneha Reddy,2021-01-15,Y,200K-500K,115,2810.72
C0243,Buyer_0243_Intl,Wholesaler,M17,Kuwait,Kuwait City,Silver,250000,60,"Kitchen,Storage",Noon,Kavya Iyer,2020-09-03,Y,50K-200K,63,20107.39
C0244,Buyer_0244_Intl,Gift Shop Chain,M13,South Africa,Cape Town,Bronze,25000,30,"Decor,Textiles",Local Marketplace,Priya Sharma,2019-05-04,Y,<50K,104,18130.6
C0245,Buyer_0245_Intl,Online Marketplace,M20,Portugal,Lisbon,Silver,50000,30,"Kitchen,Storage",Amazon,Rahul Mehta,2019-10-05,Y,200K-500K,83,13908.53
C0246,Buyer_0246_Intl,Distributor,M04,Singapore,Singapore City,Bronze,5000,30,"Kitchen,Storage",Amazon,Vikram Patel,2020-03-30,Y,200K-500K,103,16267.23
C0247,Buyer_0247_Intl,Distributor,M10,Netherlands,Rotterdam,Silver,50000,15,All,Amazon,Vikram Patel,2019-06-28,Y,200K-500K,17,21573.67
C0248,Buyer_0248_Intl,Distributor,M03,UK,London,Bronze,100000,45,Textiles,Local Marketplace,Rahul Mehta,2020-12-19,Y,<50K,6,7125.6
C0249,Buyer_0249_Intl,D2C Platform,M09,Saudi Arabia,Riyadh,Gold,25000,30,Storage,Wayfair,Vikram Patel,2021-11-23,Y,500K-1M,147,23222.24
C0250,Buyer_0250_Intl,Distributor,M13,South Africa,Johannesburg,Bronze,25000,30,All,Noon,Sneha Reddy,2019-11-24,Y,200K-500K,28,32372.95
C0251,Buyer_0251_Intl,Online Marketplace,M18,Sweden,Stockholm,Silver,50000,45,All,Local Marketplace,Sneha Reddy,2020-02-05,Y,200K-500K,38,30598.31
C0252,Buyer_0252_Intl,Distributor,M15,Italy,Milan,Gold,10000,60,"Decor,Textiles",Direct B2B,Arjun Nair,2020-06-05,Y,200K-500K,119,6832.88
C0253,Buyer_0253_Intl,Online Marketplace,M04,Singapore,Singapore City,Gold,25000,30,Kitchen,Etsy,Arjun Nair,2021-07-27,N,500K-1M,37,6650.58
C0254,Buyer_0254_Intl,Online Marketplace,M15,Italy,Rome,Gold,10000,45,"Decor,Textiles",Wayfair,Arjun Nair,2020-04-11,Y,200K-500K,115,11312.44
C0255,Buyer_0255_Intl,Wholesaler,M02,UAE,Dubai,Silver,5000,30,Kitchen,Direct B2B,Vikram Patel,2020-04-07,Y,200K-500K,68,14954.13
C0256,Buyer_0256_Intl,Distributor,M15,Italy,Rome,Silver,10000,60,Kitchen,Noon,Sneha Reddy,2021-01-10,Y,>1M,43,16811.46
C0257,Buyer_0257_Intl,Distributor,M08,France,Marseille,Bronze,5000,45,Storage,Amazon,Sneha Reddy,2019-03-29,N,200K-500K,58,27444.13
C0258,Buyer_0258_Intl,Distributor,M08,France,Paris,Silver,5000,90,"Kitchen,Storage",Noon,Sneha Reddy,2020-10-25,Y,50K-200K,13,3021.87
C0259,Buyer_0259_Intl,D2C Platform,M17,Kuwait,Kuwait City,Gold,5000,15,Storage,Local Marketplace,Rahul Mehta,2020-03-14,Y,200K-500K,52,2159.17
C0260,Buyer_0260_Intl,Wholesaler,M12,Malaysia,Penang,Silver,100000,15,Textiles,Etsy,Sneha Reddy,2019-12-16,Y,50K-200K,58,16162.89
C0261,Buyer_0261_Intl,Online Marketplace,M19,Ireland,Dublin,Bronze,25000,30,Kitchen,Local Marketplace,Rahul Mehta,2019-01-27,Y,50K-200K,32,28128.82
C0262,Buyer_0262_Intl,Online Marketplace,M10,Netherlands,Amsterdam,Gold,100000,30,All,Wayfair,Arjun Nair,2021-03-04,Y,200K-500K,105,8382.67
C0263,Buyer_0263_Intl,Interior Design Studio,M09,Saudi Arabia,Riyadh,Gold,25000,30,"Kitchen,Storage",Wayfair,Arjun Nair,2020-01-18,Y,500K-1M,83,25946.98
C0264,Buyer_0264_Intl,Distributor,M05,Australia,Sydney,Platinum,10000,90,Decor,Etsy,Vikram Patel,2021-08-09,Y,500K-1M,99,10985.26
C0265,Buyer_0265_Intl,D2C Platform,M06,Canada,Calgary,Bronze,25000,30,Textiles,Direct B2B,Arjun Nair,2019-07-26,Y,50K-200K,104,35534.58
C0266,Buyer_0266_Intl,Retail Chain,M20,Portugal,Lisbon,Bronze,25000,30,Storage,Direct B2B,Vikram Patel,2020-01-10,N,50K-200K,28,35911.05
C0267,Buyer_0267_Intl,Retail Chain,M02,UAE,Abu Dhabi,Silver,5000,60,"Decor,Textiles",Wayfair,Priya Sharma,2018-11-14,Y,50K-200K,129,12453.66
C0268,Buyer_0268_Intl,Online Marketplace,M13,South Africa,Cape Town,Bronze,25000,30,Textiles,Wayfair,Priya Sharma,2018-11-23,Y,>1M,48,9815.76
C0269,Buyer_0269_Intl,Distributor,M06,Canada,Vancouver,Bronze,10000,60,Textiles,Amazon,Kavya Iyer,2021-01-13,Y,>1M,40,16923.12
C0270,Buyer_0270_Intl,Distributor,M05,Australia,Sydney,Silver,25000,15,"Kitchen,Storage",Direct B2B,Vikram Patel,2019-04-17,Y,200K-500K,97,10228.84
C0271,Buyer_0271_Intl,Interior Design Studio,M01,USA,New York,Bronze,25000,30,Textiles,Etsy,Kavya Iyer,2021-08-11,N,500K-1M,114,27157.45
C0272,Buyer_0272_Intl,Distributor,M06,Canada,Toronto,Gold,10000,15,Textiles,Direct B2B,Kavya Iyer,2018-12-17,Y,200K-500K,132,33181.74
C0273,Buyer_0273_Intl,Online Marketplace,M06,Canada,Calgary,Gold,5000,15,Decor,Amazon,Priya Sharma,2021-07-02,Y,200K-500K,137,27185.21
C0274,Buyer_0274_Intl,Distributor,M16,Spain,Madrid,Silver,50000,90,"Decor,Textiles",Local Marketplace,Vikram Patel,2021-01-22,Y,<50K,111,33114.54
C0275,Buyer_0275_Intl,Retail Chain,M04,Singapore,Singapore City,Gold,25000,30,"Decor,Textiles",Wayfair,Priya Sharma,2019-01-03,Y,50K-200K,144,16362.09
C0276,Buyer_0276_Intl,Retail Chain,M11,New Zealand,Wellington,Silver,5000,45,"Decor,Textiles",Wayfair,Kavya Iyer,2021-08-20,Y,200K-500K,76,6927.63
C0277,Buyer_0277_Intl,Retail Chain,M09,Saudi Arabia,Dammam,Bronze,250000,30,Kitchen,Amazon,Vikram Patel,2020-12-14,Y,200K-500K,31,29727.68
C0278,Buyer_0278_Intl,Interior Design Studio,M03,UK,Manchester,Platinum,5000,30,All,Etsy,Kavya Iyer,2019-02-21,Y,50K-200K,119,14930.6
C0279,Buyer_0279_Intl,Retail Chain,M19,Ireland,Cork,Gold,25000,60,"Decor,Textiles",Wayfair,Sneha Reddy,2019-12-01,Y,500K-1M,142,27113.82
C0280,Buyer_0280_Intl,Online Marketplace,M08,France,Marseille,Silver,250000,15,Textiles,Noon,Vikram Patel,2019-12-25,Y,<50K,25,11409.24
C0281,Buyer_0281_Intl,Online Marketplace,M05,Australia,Sydney,Bronze,10000,45,Textiles,Wayfair,Vikram Patel,2020-02-21,N,50K-200K,34,3984.2
C0282,Buyer_0282_Intl,Interior Design Studio,M04,Singapore,Singapore City,Silver,5000,90,"Decor,Textiles",Noon,Kavya Iyer,2019-09-01,Y,200K-500K,67,39709.21
C0283,Buyer_0283_Intl,D2C Platform,M06,Canada,Montreal,Silver,5000,45,"Kitchen,Storage",Amazon,Sneha Reddy,2019-05-01,Y,200K-500K,118,6923.1
C0284,Buyer_0284_Intl,Interior Design Studio,M02,UAE,Abu Dhabi,Platinum,10000,90,"Decor,Textiles",Amazon,Rahul Mehta,2020-02-11,Y,200K-500K,73,39546.1
C0285,Buyer_0285_Intl,Distributor,M20,Portugal,Porto,Gold,5000,15,Textiles,Wayfair,Priya Sharma,2021-08-26,Y,50K-200K,26,39109.37
C0286,Buyer_0286_Intl,Distributor,M11,New Zealand,Wellington,Bronze,25000,30,Kitchen,Direct B2B,Kavya Iyer,2020-04-24,Y,<50K,148,31917.67
C0287,Buyer_0287_Intl,Distributor,M04,Singapore,Singapore City,Bronze,5000,30,Storage,Noon,Vikram Patel,2021-02-24,Y,200K-500K,104,26649.38
C0288,Buyer_0288_Intl,Online Marketplace,M15,Italy,Milan,Platinum,25000,45,Storage,Etsy,Priya Sharma,2020-10-26,Y,200K-500K,10,23450.04
C0289,Buyer_0289_Intl,Distributor,M06,Canada,Montreal,Bronze,250000,90,"Decor,Textiles",Wayfair,Priya Sharma,2018-10-27,Y,<50K,67,34751.18
C0290,Buyer_0290_Intl,Online Marketplace,M17,Kuwait,Kuwait City,Silver,50000,30,Decor,Etsy,Priya Sharma,2020-01-03,Y,200K-500K,5,12146.03
C0291,Buyer_0291_Intl,Online Marketplace,M06,Canada,Montreal,Bronze,25000,45,"Decor,Textiles",Wayfair,Rahul Mehta,2021-05-18,N,50K-200K,27,19133.1
C0292,Buyer_0292_Intl,Retail Chain,M19,Ireland,Dublin,Silver,10000,30,"Kitchen,Storage",Direct B2B,Arjun Nair,2021-01-10,Y,200K-500K,113,25080.09
C0293,Buyer_0293_Intl,Interior Design Studio,M02,UAE,Dubai,Silver,25000,45,"Decor,Textiles",Direct B2B,Kavya Iyer,2021-07-02,Y,500K-1M,15,16918.67
C0294,Buyer_0294_Intl,Distributor,M15,Italy,Milan,Silver,25000,30,Storage,Direct B2B,Arjun Nair,2020-05-30,Y,<50K,105,17557.47
C0295,Buyer_0295_Intl,Distributor,M11,New Zealand,Auckland,Bronze,25000,90,Textiles,Local Marketplace,Arjun Nair,2020-10-24,Y,<50K,44,13747.16
C0296,Buyer_0296_Intl,Interior Design Studio,M08,France,Lyon,Gold,5000,45,"Decor,Textiles",Direct B2B,Arjun Nair,2020-08-28,Y,200K-500K,26,22917.89
C0297,Buyer_0297_Intl,Online Marketplace,M19,Ireland,Cork,Platinum,50000,30,Textiles,Amazon,Priya Sharma,2021-07-24,Y,200K-500K,95,34142.52
C0298,Buyer_0298_Intl,Interior Design Studio,M13,South Africa,Johannesburg,Silver,25000,30,Textiles,Amazon,Sneha Reddy,2019-10-04,Y,200K-500K,84,8699.91
C0299,Buyer_0299_Intl,Retail Chain,M12,Malaysia,Penang,Bronze,10000,30,Decor,Local Marketplace,Priya Sharma,2019-07-13,Y,500K-1M,140,37429.78
C0300,Buyer_0300_Intl,Distributor,M05,Australia,Melbourne,Gold,10000,30,Textiles,Noon,Priya Sharma,2021-09-10,Y,500K-1M,132,27812.24
